gdi/gdi/podui,688f991c-b7b8-4e3f-8b1c-acdb8d99646a,18dd1726-bbd3-4438-ada5-bcd40136e03b,Exam Analysis v4 | Project : v4
gdi/gdi/podui,7faa6bb2-aeae-4d09-8b69-e20685211b8c,372d30b5-bada-490e-8dfa-b3f79e3eb713,Top N Referres
gdi/gdi/podui,fed461ad-f4e6-4240-a850-5c72208f7509,d1baeacb-7b85-456a-b284-8c35723df48c,Exam Analysis v4 | Project : Default
gdi/gdi/podui,7c9b0514-8f5c-4996-8a3b-6d05c1a42ce7,95a29809-c0df-4345-bf42-cfaf2674ff8f,Alerts Data SA
gdi/gdi/podui,d1e7cf9f-84b4-4718-a30d-7b088f656e95,31c169f0-d105-417b-ba5b-62dfe8c92223,Exam Analysis v4 | Project : Default
gdi/gdi/podui,6cd6939e-24d6-4dba-a5fe-57630d327874,88d00217-b3d2-4c90-80f2-0fbd515ec675,Exam Analysis v4 | Project : Default
gdi/gdi/podui,4f18c266-4091-4e28-b4d9-15be22bc0085,b8aeda34-7b0e-4ca5-804d-13da9ba2a7ad,Exam Analysis v4 | Project : Default
gdi/gdi/podui,eeb3d3bd-a9a7-46ae-aafd-cb16ea28d8a4,feb99c34-61ba-4d32-a56c-0b069ca76e62,Top N Referres
gdi/gdi/podui,eeb3d3bd-a9a7-46ae-aafd-cb16ea28d8a4,d373043a-b51b-4ebb-9f7e-4806a2c354b4,Exam Analysis v4 | Project : Default
gdi/gdi/podui,b78a7692-176a-4c29-a673-897459206719,5d82b9f9-21e6-40df-ab26-c66cca24dff2,Exam Analysis v4
gdi/gdi/podui,31253afc-5113-4440-912a-6bd4857c29ef,361a7d85-6f47-457a-b1b5-a994c4fe2820,Exam Analysis v4 | Project : Default
gdi/gdi/podui,670e2251-c020-4690-b708-c2be15854383,9de1b4df-da71-4d79-8fc1-4470c74d4ed4,Exam Analysis v4
gdi/gdi/podui,e1fe4aa8-6b0c-4d25-a428-ab5608354b4b,ddd06e90-53c1-4606-a8ab-9e50130ddb94,Exam Analysis v4 | Project : v4
gdi/gdi/podui,bb26f0e7-52c0-490d-b16f-685deddd6da2,39b72b82-1e26-44e1-9055-779318ff56c0,Benchmark Study v4 | Project : Default
gdi/gdi/podui,0d3958e9-34cf-49c9-b045-d3a10010eafa,a0cd7911-946d-4a3e-8524-59c3c1165bc7,Exam Analysis v4
gdi/gdi/podui,8cb346f0-feb3-4d80-9f32-a26db2080707,72777b04-f6de-4784-aa59-3a12afe35d86,Exam Analysis v4 | Project : v4
gdi/gdi/podui,6104be9a-f7fc-43cb-93ab-fcd2f1d2abf5,7ab28b05-cb99-44d7-b1cd-19f0596e42b8,Exam Analysis v4
gdi/gdi/podui,4d68eeea-026d-4a19-aa35-ab7e3b40850c,087c8dfd-98ec-40b8-8f7e-bbbfac9802c6,Exam Analysis v4
gdi/gdi/podui,90a1a89e-1775-4f8e-906f-f6b6a4d64e2b,a3251006-6656-4b36-a227-e4a7947c38c3,Exam Analysis v4
gdi/gdi/podui,350b3f63-4030-4347-aa2c-d8ad0270c84c,37d72847-c591-48dc-b5b9-701475625a13,Anomalous Events | Project : Default
gdi/gdi/podui,928db3df-1d65-44e8-9a6c-35cabe3017bf,0608ba34-e799-439c-b2c6-f2f9b5556c97,Exam Analysis v4 | Project : Default
gdi/gdi/podui,480a6971-9431-49fd-9aa9-18de626918a2,101fe78b-7c2c-449e-a7b1-3ae0b5cb37c2,Exam Analysis v4
gdi/gdi/podui,48a07b17-5270-4848-bfcd-11ac8db6f347,aedfbe70-8455-4394-8ad2-f436591291e5,Exam Analysis v4 | Project : Default
gdi/gdi/podui,c445f733-0c6c-4007-afca-292a035f507f,dfd6cff4-11a0-49ae-87be-c3f659317883,Exam Analysis v4 | Project : v4
gdi/gdi/podui,5b461c6e-df81-475a-9647-70ed3a715aac,160b187a-45ce-469c-9d6a-d6322e9f40f8,SensorRawValuesAllSystems
gdi/gdi/podui,5b461c6e-df81-475a-9647-70ed3a715aac,2b905e1c-1bbc-4ded-a04b-b7126b6cdc56,SensorRawValues
gdi/gdi/podui,5b461c6e-df81-475a-9647-70ed3a715aac,9493f414-d2d2-46f0-9ccb-6af14abc8b21,ML Triggers
gdi/gdi/podui,a10bf94a-6b78-443e-b809-5a94bb4b38ae,602ca951-8dd5-4083-98f2-c8d29c9d98bf,Anomalous Events | Project : Default
gdi/gdi/podui,235acced-7ebc-47a3-b466-8f6596c2dfe7,9a5a4e89-1d74-49cc-8362-d8d307793479,Exam Analysis v4
gdi/gdi/podui,99534b39-0380-404b-9b0e-c905699cc56d,d748a358-eb5e-433b-ac63-cab9c4bfabec,Exam Analysis v4
gdi/gdi/podui,2eb8e5da-f220-4d9f-8aed-5fdb5060e789,e9065f49-8353-48ba-8d0b-dd780653be82,Exam Analysis v4 | Project : v4
gdi/gdi/podui,2c6bce5f-fcf9-4568-ba49-31ec52094b97,25e09552-f69d-4067-abe5-144551ac355e,Exam Analysis v4
gdi/gdi/podui,1e1b80e9-ea74-4e55-b934-a96886b5322f,1c3e5e8c-38a7-4e50-92af-1b82c7082eaf,Exam Analysis v4 | Project : v4
gdi/gdi/podui,b4b81adb-5818-4a82-80b1-e6c91fabf295,dcc6f140-379a-4eff-92a0-68f5c94998cc,Exam Analysis v4 | Project : Default
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,c4e1a3b8-071d-46f2-bca7-3756056ebb67,KPI Summary Data | Project : Service Analytics
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,b338396c-869a-4115-ad73-24312d84ad21,Anomalous Events
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,d00aba36-2e79-49cb-bf84-b84fbe8ea846,Exam Data
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,0b30620a-eb93-4ca9-a0d2-4e87536a24c4,ML Triggers | Project : Default
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,0433c15c-df88-4f77-bd84-77b5e837b55d,KPI Details Data | Project : Service Analytics
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,076960ac-7395-4f29-a09d-a746f09a28c7,Alerts Data SA
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,badca945-cd3d-4757-8eae-b16b9102ad78,Part Failure Prediction Data
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,cdd0567c-ef2f-4c94-a1a2-e13904c1b4b1,KPI Performance
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,93bd67f4-2589-4c99-aec1-2c1fb8ca560a,Connectivity Details
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,0fd51b60-a531-44cf-ae23-043e52d358b8,Connectivity
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,eb635382-d35d-45f4-87f8-e5d85202b952,Tickets
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,04cd4906-882d-481d-a3e9-deecd77f7b47,Uptime SA
gdi/gdi/podui,246c0287-0d52-4c59-a445-266c85ecc68a,de8a0fcf-81cd-4fad-a6ef-8fb02086f4ec,IB Health | Project : Service Analytics
gdi/gdi/podui,27482281-13e8-4e31-93a9-c7d35c8a40a1,90817ced-ca56-4903-aec0-12debcf2c1d8,Exam Analysis v4 | Project : v4
gdi/gdi/podui,73a80602-1d3a-436e-8985-c81f92ae304d,24e7d329-2357-41c1-99e3-2529852d5475,Exam Analysis v4 | Project : v4
gdi/gdi/podui,40c422f3-4703-44a9-b898-72e1df8509fa,e78cfe11-9e14-4464-8adc-ac2389794938,Uptime SA | Project : Service Analytics
