gdi/gdi/podv10|05840a41-95cf-4351-b091-e036324b380d||||2021-08-02 07:39:24.719000||||Radiology Home Basic v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|0b55d0c9-7215-4b05-9e92-f8102080d92c||||2021-08-02 07:39:24.719000||||Benchmark v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|10d05d6d-238f-4136-8525-d2911552241a||||2021-08-02 07:39:24.719000||||MRI Referral Analysis Trend Report (Sales)|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|1bed54f3-cd3d-4746-9bb8-35b2b147afc6||||2021-08-02 07:39:24.719000||||Turn Around Time Analysis v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|1ec78c4c-ef90-479f-9f95-e767815da617||||2021-08-02 07:39:24.719000||||Radiology Home Efficiency Plus v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|24450711-5cb2-4b6b-a813-f9ae8ac18f45||||2021-08-02 07:39:24.719000||||Top10ReferringPhysicians(gain and lose)|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|266ac0a5-0c33-4c98-ae41-ec0757979ab4||||2021-08-02 07:39:24.719000||||RICH Summary|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|29adf138-46ba-44ec-b069-bfcbb6ee9945||||2021-08-02 07:39:24.719000||||Sales Home|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|2b7c902e-2840-488b-b2c2-41b7fea95719||||2021-08-02 07:39:24.719000||||Exam Analysis Other Views v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|34669514-104a-4adc-b26d-f3a73e854830||||2021-06-02 14:12:08.591000||||Referral Analysis Demo|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|403ce459-2b7a-435a-8430-866220621072||||2021-06-02 14:12:08.591000||||Daily Patient Throughput|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|486cadc6-7a07-4d30-bcc9-1739d5d9b3b7||||2021-06-02 14:12:08.591000||||Operator Analysis|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|4fcff7ec-fff8-4c88-86f5-95f91c88044b||||2021-08-02 07:39:24.719000||||Referral Analysis Other Views (Sales)|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|5cf32fea-15f8-48f7-92cf-520f771fe4d2||||2021-06-02 14:12:08.591000||||Repeat Exam Analysis|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|6052faec-da6b-4fd6-8eaf-c6c17adee521||||2021-08-02 07:39:24.719000||||Exam Analysis v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|617cf213-6304-4a4e-9ad9-60e583239d83||||2021-06-02 14:12:08.591000||||Asset Utilization Demo|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|65168ced-7d85-4b3f-904e-01c79d9e4972||||2021-08-02 07:39:24.719000||||Referral Analysis Other Views v501|True|2021-08-02 07:39:24.719000||||Tableau|False
gdi/gdi/podv10|73085d3f-9f67-49fb-9d92-57a386cbb543||||2021-06-02 14:12:08.591000||||Procedure Analysis Demo|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|75cfa13a-d29e-4a01-9fd7-76a4172b4616||||2021-06-02 14:12:08.591000||||Procedure Analysis|True|2021-06-02 14:12:08.591000||||Tableau|False
gdi/gdi/podv10|7833f22d-c754-4cbb-bfa4-0d4468ebabfd||||2021-08-02 07:39:24.719000||||CT Referral Analysis Trend Report (Sales)|True|2021-08-02 07:39:24.719000||||Tableau|False
