29.10.2015 19:40:06.562	24
29.10.2015 19:43:36.687	27
29.10.2015 19:50:06.906	24
29.10.2015 21:25:19.968	27
29.10.2015 21:32:40.203	24
30.10.2015 07:38:48.593	26
30.10.2015 09:17:51.890	24
30.10.2015 09:44:22.750	26
30.10.2015 09:51:02.953	24
30.10.2015 09:57:03.140	26
30.10.2015 10:34:04.375	24
30.10.2015 11:08:25.531	26
30.10.2015 11:29:36.234	24
30.10.2015 11:36:26.453	26
30.10.2015 11:52:16.953	24
30.10.2015 12:46:38.671	26
30.10.2015 14:20:31.718	24
30.10.2015 14:53:12.781	26
30.10.2015 15:01:03.015	24
30.10.2015 16:45:46.406	27
30.10.2015 16:52:36.625	24
30.10.2015 20:14:03.093	27
30.10.2015 20:18:23.234	24
30.10.2015 21:13:35.046	27
30.10.2015 21:20:35.281	25
30.10.2015 22:29:47.531	27
30.10.2015 22:37:47.812	25
31.10.2015 05:03:41.515	25
02.11.2015 07:07:03.609	26
02.11.2015 08:35:16.578	24
02.11.2015 08:39:56.718	26
02.11.2015 13:26:15.984	24
02.11.2015 13:31:56.171	26
02.11.2015 14:16:17.593	24
02.11.2015 14:22:17.781	26
02.11.2015 21:22:41.343	24
02.11.2015 21:29:41.562	26
03.11.2015 02:01:46.109	25
03.11.2015 07:42:02.250	27
03.11.2015 08:03:13.000	24
03.11.2015 11:32:30.906	27
03.11.2015 11:59:29.265	27
03.11.2015 12:05:19.468	25
05.11.2015 07:23:27.296	26
06.11.2015 07:56:09.937	26
06.11.2015 10:43:45.593	24
06.11.2015 10:47:45.718	26
06.11.2015 11:55:28.015	24
06.11.2015 12:00:28.171	26
06.11.2015 15:35:34.968	24
06.11.2015 15:41:55.171	26
07.11.2015 05:34:29.671	26
07.11.2015 16:09:32.718	24
07.11.2015 16:15:52.921	26
07.11.2015 18:14:56.750	24
07.11.2015 18:20:26.937	26
07.11.2015 19:55:19.953	24
07.11.2015 20:00:50.140	26
07.11.2015 22:21:14.687	24
07.11.2015 22:26:54.859	26
08.11.2015 04:39:56.843	24
08.11.2015 04:45:17.000	26
08.11.2015 13:54:14.578	24
08.11.2015 13:59:54.750	26
09.11.2015 07:28:18.906	27
09.11.2015 07:34:59.156	25
09.11.2015 09:03:52.171	27
09.11.2015 09:08:32.328	25
09.11.2015 13:24:00.734	27
09.11.2015 13:33:11.031	25
10.11.2015 01:04:40.156	25
10.11.2015 07:53:41.750	27
10.11.2015 08:17:52.562	24
11.11.2015 07:10:37.437	26
11.11.2015 10:48:04.578	24
11.11.2015 10:54:14.781	26
11.11.2015 11:30:56.000	24
11.11.2015 11:37:16.218	26
11.11.2015 13:13:09.312	24
11.11.2015 13:18:19.484	26
12.11.2015 10:43:45.968	24
12.11.2015 10:48:46.125	26
12.11.2015 10:57:55.312	26
12.11.2015 13:05:37.875	28
12.11.2015 13:07:27.359	28
12.11.2015 13:16:07.640	26
14.11.2015 05:49:58.906	26
15.11.2015 06:48:59.625	26
15.11.2015 20:10:53.390	26
16.11.2015 07:26:31.078	26
17.11.2015 02:15:13.828	26
17.11.2015 02:23:34.093	24
17.11.2015 02:28:54.281	26
17.11.2015 03:36:26.453	24
17.11.2015 03:41:46.625	26
17.11.2015 09:24:27.531	24
17.11.2015 09:31:07.734	26
17.11.2015 13:40:05.796	24
17.11.2015 13:45:25.984	26
17.11.2015 21:57:31.750	24
17.11.2015 22:04:51.984	26
18.11.2015 07:30:48.562	26
18.11.2015 08:20:40.218	24
18.11.2015 08:34:10.671	26
18.11.2015 09:10:01.843	24
18.11.2015 09:14:21.984	26
19.11.2015 07:03:42.078	26
20.11.2015 07:17:03.859	26
20.11.2015 07:23:44.078	24
20.11.2015 07:30:04.296	26
20.11.2015 10:24:50.125	24
20.11.2015 10:29:50.281	26
20.11.2015 16:22:41.671	24
20.11.2015 16:30:11.921	26
21.11.2015 04:40:15.546	24
21.11.2015 05:16:26.734	26
21.11.2015 06:59:10.078	24
21.11.2015 07:44:51.578	26
21.11.2015 07:59:42.062	24
21.11.2015 08:15:22.562	26
21.11.2015 13:42:54.296	24
21.11.2015 13:50:24.531	26
21.11.2015 17:34:01.765	24
21.11.2015 18:00:12.625	26
21.11.2015 18:07:32.859	24
21.11.2015 18:13:53.062	26
22.11.2015 02:11:18.593	24
22.11.2015 02:18:48.843	26
22.11.2015 06:09:14.343	26
23.11.2015 00:21:18.859	26
24.11.2015 07:11:23.578	27
24.11.2015 07:20:23.921	25
24.11.2015 10:19:49.781	27
24.11.2015 10:53:00.890	25
25.11.2015 00:43:16.937	25
25.11.2015 07:49:38.046	27
25.11.2015 20:26:52.484	29
25.11.2015 20:49:23.203	27
26.11.2015 05:59:40.890	29
26.11.2015 08:11:25.109	27
26.11.2015 09:41:37.140	26
26.11.2015 10:55:59.796	29
26.11.2015 11:42:01.359	26
26.11.2015 17:47:43.703	29
26.11.2015 17:55:13.921	31
26.11.2015 18:01:24.125	29
26.11.2015 18:09:24.375	26
26.11.2015 22:27:42.640	29
27.11.2015 02:02:29.578	26
27.11.2015 09:13:33.937	29
27.11.2015 10:27:16.281	26
27.11.2015 16:18:27.343	29
28.11.2015 00:47:26.453	27
28.11.2015 14:01:41.468	29
28.11.2015 15:22:24.046	27
28.11.2015 15:43:44.750	29
28.11.2015 19:51:42.843	27
28.11.2015 21:40:26.421	29
28.11.2015 22:57:38.937	27
29.11.2015 00:27:58.562	27
29.11.2015 14:21:55.343	29
29.11.2015 14:38:25.921	31
29.11.2015 14:44:06.109	34
29.11.2015 15:05:26.781	31
29.11.2015 15:48:48.218	34
29.11.2015 16:20:49.250	31
29.11.2015 16:39:19.890	34
29.11.2015 16:46:20.109	31
29.11.2015 16:49:40.218	29
29.11.2015 16:55:10.390	27
29.11.2015 18:16:13.093	29
29.11.2015 19:00:34.546	27
29.11.2015 19:48:56.156	29
29.11.2015 20:46:38.015	27
30.11.2015 11:32:36.546	29
30.11.2015 16:46:26.625	27
30.11.2015 21:49:51.171	29
01.12.2015 00:54:17.265	27
01.12.2015 01:42:27.250	26
01.12.2015 07:46:55.593	26
01.12.2015 10:49:28.484	29
01.12.2015 11:26:19.703	26
01.12.2015 20:48:38.093	29
02.12.2015 00:10:14.796	26
02.12.2015 07:09:29.843	29
02.12.2015 07:23:30.343	26
02.12.2015 10:48:47.234	29
02.12.2015 11:54:09.343	26
02.12.2015 20:14:36.406	29
02.12.2015 20:55:17.671	26
02.12.2015 22:46:41.250	29
02.12.2015 23:26:22.546	26
03.12.2015 07:23:37.156	27
03.12.2015 09:42:51.968	29
03.12.2015 10:34:23.609	27
03.12.2015 11:19:45.078	29
03.12.2015 12:56:48.265	27
04.12.2015 07:10:03.687	29
04.12.2015 07:31:47.515	29
04.12.2015 07:50:58.203	26
04.12.2015 10:35:33.453	29
04.12.2015 16:00:23.843	26
04.12.2015 16:15:44.359	29
04.12.2015 16:31:34.890	31
04.12.2015 17:04:35.984	29
04.12.2015 23:09:27.687	26
05.12.2015 00:55:51.031	29
05.12.2015 03:11:15.531	26
05.12.2015 04:14:47.671	29
05.12.2015 05:16:31.921	27
05.12.2015 05:28:22.312	25
05.12.2015 11:46:14.656	27
05.12.2015 13:36:08.250	25
05.12.2015 14:05:09.218	27
05.12.2015 21:37:13.703	25
06.12.2015 00:00:18.265	27
06.12.2015 05:35:49.218	25
06.12.2015 06:03:43.000	26
06.12.2015 07:08:15.078	28
06.12.2015 14:22:39.187	26
06.12.2015 16:54:34.078	28
06.12.2015 18:56:48.015	26
06.12.2015 19:17:18.687	28
06.12.2015 21:02:22.093	26
07.12.2015 00:31:21.406	27
07.12.2015 07:37:42.671	27
07.12.2015 09:40:46.687	29
07.12.2015 13:18:43.828	31
07.12.2015 14:19:05.765	29
07.12.2015 15:57:28.859	27
07.12.2015 17:48:52.390	29
07.12.2015 19:15:25.250	31
07.12.2015 20:43:17.984	29
07.12.2015 23:55:33.953	27
08.12.2015 05:49:56.250	27
08.12.2015 07:43:33.656	26
08.12.2015 09:06:06.515	29
08.12.2015 09:11:46.734	31
08.12.2015 14:21:46.765	29
08.12.2015 15:53:59.828	31
08.12.2015 16:01:50.078	29
08.12.2015 16:08:00.281	26
08.12.2015 21:18:50.187	29
09.12.2015 00:04:15.484	26
09.12.2015 00:27:06.234	29
09.12.2015 00:35:56.562	31
09.12.2015 07:38:28.984	29
09.12.2015 07:47:49.343	27
09.12.2015 10:10:54.187	29
09.12.2015 15:58:05.406	27
09.12.2015 16:55:47.281	29
09.12.2015 17:36:58.640	32
09.12.2015 18:54:31.234	29
09.12.2015 23:54:20.875	27
09.12.2015 23:58:21.000	25
10.12.2015 07:11:15.062	27
10.12.2015 08:49:48.390	29
10.12.2015 10:15:51.093	27
10.12.2015 21:11:42.328	29
10.12.2015 21:39:23.218	27
11.12.2015 00:30:58.796	29
11.12.2015 00:44:49.265	31
11.12.2015 00:56:09.640	34
11.12.2015 01:17:40.328	31
11.12.2015 07:34:44.656	28
11.12.2015 08:07:05.828	26
11.12.2015 08:20:56.265	28
11.12.2015 09:09:37.812	30
11.12.2015 12:06:13.578	33
11.12.2015 15:53:40.921	30
11.12.2015 15:57:51.062	28
11.12.2015 16:05:41.296	26
